Appliance_ID,Purchase_Date,Appliance_Category,Brand,Purchase_Channel,Region,City,Purchase_Price_INR,Appliance_Age_Years,Household_Size,Daily_Usage_Hours,Annual_Usage_Hours,Usage_Intensity_Score,Service_Calls_Last_12M,Repair_History,Prior_Claims,Extended_Warranty,Claim_Filed,Claim_Outcome,Claim_Amount_INR,Claim_Probability,Claim_Risk_Level,Suggested_Annual_Premium_INR,Customer_Satisfaction
APP-04495,2021-07-06,Air Conditioner,Voltas,Online Marketplace,North,Lucknow,71000,9.5,7,2.1,874.0,3.0,2,Yes,0,Yes,0,No Claim,0,0.839,High,3100,3.8
APP-04496,2023-04-03,Washing Machine,Godrej,Authorized Dealer,South,Coimbatore,29500,4.1,3,3.7,1194.0,3.3,0,No,0,No,1,Approved,16500,0.1596,Low,700,4.2
APP-04497,2024-07-06,Washing Machine,Haier,Online Marketplace,Northeast,Agartala,36500,7.9,3,1.5,604.0,1.5,1,Yes,0,Yes,0,No Claim,0,0.6232,High,1600,3.4
APP-04498,2023-12-05,Refrigerator,Godrej,Online Marketplace,South,Chennai,22500,9.5,1,9.9,3475.0,5.9,3,Yes,1,Yes,0,No Claim,0,0.9302,High,1000,2.6
APP-04499,2025-08-10,Air Conditioner,Whirlpool,Online Marketplace,North,Lucknow,28000,0.2,6,4.6,1755.0,4.4,2,Yes,1,No,0,No Claim,0,0.1824,Medium,900,3.3
APP-04500,2025-06-19,Refrigerator,IFB,Online Marketplace,West,Surat,37500,2.9,5,5.5,1924.0,4.6,1,Yes,0,No,0,No Claim,0,0.2181,Medium,1200,3.7
APP-04501,2024-10-09,Refrigerator,Haier,Authorized Dealer,Northeast,Shillong,31000,7.4,7,5.4,2088.0,4.7,2,Yes,0,No,1,Approved,35000,0.6182,High,1400,4.1
APP-04502,2022-05-23,Air Conditioner,Samsung,Unauthorized Reseller,North,Chandigarh,34000,0.2,7,6.9,2293.0,6.0,2,Yes,0,No,1,Approved,24000,0.1792,Low,800,3.4
APP-04503,2023-07-08,Washing Machine,Godrej,Authorized Dealer,West,Ahmedabad,34500,0.2,4,1.3,486.0,1.4,0,No,0,Yes,0,No Claim,0,0.0475,Low,900,3.8
APP-04504,2021-10-29,Air Conditioner,Haier,Online Marketplace,East,Siliguri,50000,0.4,3,9.4,3835.0,6.6,2,Yes,1,No,0,No Claim,0,0.2409,Medium,1600,2.9
APP-04505,2025-10-09,Washing Machine,Godrej,Unauthorized Reseller,East,Ranchi,28000,1.5,3,3.5,1293.0,2.9,0,No,0,Yes,0,No Claim,0,0.1604,Low,700,3.6
APP-04506,2023-02-20,Air Conditioner,LG,Unauthorized Reseller,East,Patna,60000,4.5,1,3.6,1260.0,2.6,1,Yes,1,Yes,0,No Claim,0,0.4504,High,2600,3.5
APP-04507,2025-11-10,Refrigerator,Whirlpool,Authorized Dealer,West,Vadodara,48500,1.0,7,7.3,2702.0,6.1,2,Yes,2,No,0,No Claim,0,0.2948,Medium,1600,3.8
APP-04508,2022-10-16,Washing Machine,Godrej,Unauthorized Reseller,East,Siliguri,19500,4.0,2,5.1,2123.0,3.7,1,Yes,0,No,1,Partially Approved,16000,0.3649,Medium,600,4.1
APP-04509,2022-11-09,Refrigerator,Voltas,Online Marketplace,Northeast,Guwahati,37000,1.3,4,6.2,2590.0,5.0,0,No,0,No,0,No Claim,0,0.0965,Low,900,3.6
APP-04510,2021-11-03,Refrigerator,LG,Online Marketplace,North,Chandigarh,26000,9.1,5,5.4,2048.0,4.3,3,Yes,2,No,0,No Claim,0,0.9221,High,1100,3.5
APP-04511,2024-10-17,Washing Machine,Panasonic,Online Marketplace,Northeast,Shillong,35500,5.3,5,2.7,1031.0,2.6,1,Yes,1,Yes,1,Partially Approved,31500,0.5555,High,1600,3.2
APP-04512,2023-03-27,Air Conditioner,O General,Authorized Dealer,West,Ahmedabad,45000,1.8,6,6.0,2439.0,4.6,1, yes ,0,Yes,0,No Claim,0,0.1167,Low,1100,4.8
APP-04513,2022-01-14,Refrigerator,Samsung,Unauthorized Reseller,West,Surat,38500,7.7,3,6.4,2003.0,4.3,1,Yes,0,No,1,Approved,37500,0.6371,High,1700,4.1
APP-04514,2021-09-01,Microwave,Bosch,Authorized Dealer,South,Coimbatore,8500,4.0,5,1.3,436.0,1.8,0,No,0,Yes,0,No Claim,0,0.1159,Low,200,3.4
APP-04515,2023-05-28,Washing Machine,Samsung,Unauthorized Reseller,North,Delhi,23500,1.9,2,2.9,1209.0,2.4,1,Yes,1,Yes,0,No Claim,0,0.2625,Medium,800,3.4
APP-04516,2022-01-14,Air Conditioner,LG,Authorized Dealer,North,Amritsar,42500,2.0,1,4.7,1747.0,3.0,1,Yes,2,Yes,0,No Claim,0,0.2128,Medium,1400,2.5
APP-04517,2024-10-17,Air Conditioner,Haier,Authorized Dealer,North,Amritsar,69500,1.5,7,5.4,1875.0,5.1,0,No,0,Yes,0,No Claim,0,0.1061,Low,1700,3.9
APP-04518,2024-11-11,Microwave,Haier,Authorized Dealer,Northeast,Agartala,9000,9.5,5,1.1,423.0,2.0,2,Yes,2,Yes,1,Approved,13000,0.8819,High,400,3.3
APP-04519,2021-04-12,Washing Machine,Whirlpool,Authorized Dealer,West,Mumbai,22500,9.2,3,2.9,1154.0,2.0,2,Yes,0,Yes,1,Approved,28500,0.6895,High,1000,2.8
APP-04520,2021-10-22,Air Conditioner,Voltas,Unauthorized Reseller,Central,Raipur,66000,9.5,2,9.1,3038.0,5.7,2,Yes,1,Yes,1,Approved,80500,0.9353,High,2900,4.0
APP-04521,2021-05-30,Washing Machine,Blue Star,Authorized Dealer,South,Kochi,14500,0.8,,4.4,1672.0,4.2,1,Yes,1,No,0,No Claim,0,0.1268,Low,400,4.0
APP-04522,2024-12-09,Washing Machine,Godrej,Authorized Dealer,Northeast,Agartala,27000,1.3,3,2.7,898.0,2.0,1,Yes,0,Yes,0,No Claim,0,0.0956,Low,700,3.4
APP-04523,2021-08-20,Microwave,O General,Authorized Dealer,Central,Bhopal,11500,1.4,1,2.4,851.0,1.3,1,Yes,0,Yes,0,No Claim,0,0.0513,Low,300,5
APP-04524,2021-02-04,Refrigerator,Panasonic,Online Marketplace,Northeast,Imphal,35500,1.5,1,10.5,3402.0,6.2,1,Yes,0,No,1,Approved,24500,0.1388,Low,900,3.9
APP-04525,2021-06-21,Air Conditioner,Blue Star,Authorized Dealer,East,Guwahati,74500,0.8,6,9.1,3154.0,6.5,1,Yes,1,Yes,0,No Claim,0,0.1798,Low,1900,3.4
APP-04526,2023-09-30,Air Conditioner,LG,Authorized Dealer,West,Vadodara,51000,0.9,4,5.1,2016.0,4.4,0,No,0,No,1,Approved,25000,0.0435,Low,1300,3.8
APP-04527,2024-07-04,Microwave,Voltas,Authorized Dealer,West,Pune,12500,3.3,3,1.9,628.0,1.6,0,No,0,Yes,0,No Claim,0,0.102,Low,300,3.9
APP-04528,2022-01-30,Refrigerator,Panasonic,Authorized Dealer,West,Vadodara,36500,1.9,3,5.3,1859.0,3.5,2,Yes,1,No,0,No Claim,0,0.2028,Medium,1200,3.9
APP-04529,2024-10-02,Air Conditioner,Whirlpool,Authorized Dealer,North,Lucknow,39000,1.4,7,11.7,3655.0,8.8,1,Yes,1,No,0,No Claim,0,0.2159,Medium,1200,3.6
APP-04530,2023-09-20,Washing Machine,Voltas,Online Marketplace,Northeast,Shillong,32000,1.5,5,4.1,1406.0,3.9,2,Yes,2,No,0,No Claim,0,0.4112,Medium,1000,3.0
APP-04531,2021-10-18,Washing Machine,O General,Authorized Dealer,East,Patna,24500,0.9,5,4.0,1403.0,3.4,1,Yes,1,Yes,0,No Claim,0,0.1249,Low,600,5
APP-04532,2022-01-30,Washing Machine,IFB,Online Marketplace,North,Amritsar,23000,0.9,2,4.3,1498.0,3.0,1,Yes,1,Yes,0,No Claim,0,0.1871,Medium,700,3.0
APP-04533,2021-02-01,Refrigerator,Voltas,Authorized Dealer,North,Chandigarh,85500,5.3,4,6.7,2536.0,5.3,1,Yes,0,No,0,No Claim,0,0.3107,Medium,2700,4.7
APP-04534,2023-12-09,Air Conditioner,Voltas,Authorized Dealer,West,Vadodara,21000,1.9,6,5.1,2112.0,4.4,2,Yes,2,No,1,Partially Approved,15000,0.3703,Medium,700,2.9
APP-04535,2021-10-21,Washing Machine,LG,Authorized Dealer,East,Guwahati,24500,0.5,7,1.5,544.0,2.5,1,Yes,1,Yes,0,No Claim,0,0.1057,Low,600,3.1
APP-04536,2025-08-26,Washing Machine,IFB,Authorized Dealer,Central,Indore,19000,0.9,5,2.2,733.0,2.4,0,No,0,No,0,No Claim,0,0.0549,Low,500,4.3
APP-04537,2024-09-23,Air Conditioner,LG,Authorized Dealer,North,Dehradun,27000,1.3,1,9.0,3720.0,5.4,2,Yes,0,No,0,No Claim,0,0.0946,Low,700,3.7
APP-04538,2022-02-15,Washing Machine,Samsung,Unauthorized Reseller,Northeast,Guwahati,38500,4.0,3,6.7,2117.0,5.0,3,Yes,0,No,1,Approved,46500,0.493,High,1700,2.5
APP-04539,2021-04-20,Washing Machine,Panasonic,Online Marketplace,South,Kochi,31000,1.0,3,2.1,858.0,1.8,0,No,0,No,0,No Claim,0,0.0689,Low,800,3.9
APP-04540,2022-07-17,Air Conditioner,Whirlpool,Authorized Dealer,East,Patna,47500,2.4,3,4.0,1601.0,3.3,0,No,0,Yes,0,No Claim,0,0.0861,Low,1200,4.1
APP-04541,2025-10-11,Refrigerator,Godrej,Authorized Dealer,West,Vadodara,46000,0.4,5,9.0,3763.0,6.6,1,Yes,1,Yes,1,Approved,31000,0.1663,Low,1200,3.7
APP-04542,2025-07-16,Refrigerator,IFB,Online Marketplace,South,Coimbatore,49500,0.3,3,7.1,2625.0,4.6,0,Yes,0,Yes,0,No Claim,0,0.0807,Low,1200,4.9
APP-04543,2024-11-02,Washing Machine,Voltas,Authorized Dealer,East,Patna,46500,0.6,4,1.0,353.0,1.8,0,No,0,Yes,0,No Claim,0,0.0508,Low,1200,3.4
APP-04544,2021-07-28,Refrigerator,O General,Authorized Dealer,West,Pune,33000,0.2,3,10.6,4148.0,6.8,0,No,0,Yes,0,No Claim,0,0.0507,Low,800,4.0
APP-04545,2025-04-03,Microwave,Samsung,Authorized Dealer,East,Siliguri,7500,0.6,6,1.3,479.0,2.3,0,No,0,No,0,No Claim,0,0.0317,Low,200,4.4
APP-04546,2024-11-12,Washing Machine,Voltas,Authorized Dealer,South,Coimbatore,28000,2.6,4,2.9,1025.0,2.4,2,Yes,0,Yes,1,Approved,23500,0.1956,Medium,900,4.2
APP-04547,2021-02-23,Microwave,Voltas,Authorized Dealer,South,Thiruvananthapuram,25000,1.4,4,1.9,656.0,2.5,1,Yes,0,Yes,0,No Claim,0,0.0774,Low,600,4.2
APP-04548,2025-08-02,Air Conditioner,Voltas,Authorized Dealer,South,Bengaluru,59500,0.8,6,7.4,2803.0,5.9,0,No,0,Yes,0,No Claim,0,0.0847,Low,1500,3.8
APP-04549,2023-11-30,Washing Machine,LG,Authorized Dealer,Central,Jabalpur,15000,1.5,2,1.5,530.0,1.6,0,No,0,Yes,1,Partially Approved,6500,0.0477,Low,400,4.3
APP-04550,2025-08-29,Washing Machine,Samsung,Online Marketplace,South,Hyderabad,21500,2.4,7,2.5,919.0,2.9,2,Yes,1,Yes,0,No Claim,0,0.3562,Medium,700,3.2
APP-04551,2023-12-20,Washing Machine,Panasonic,Authorized Dealer,North,Delhi,14000,5.6,6,1.1,383.0,2.4,1,Yes,2,No,1,Partially Approved,14000,0.5691,High,600,3.9
APP-04552,2021-12-08,Refrigerator,Voltas,Authorized Dealer,North,Jaipur,24500,2.3,3,6.7,2174.0,4.8,1,Yes,0,Yes,0,No Claim,0,0.1422,Low,600,3.4
APP-04553,2021-07-29,Refrigerator,Panasonic,Authorized Dealer,North,Amritsar,48500,8.3,6,5.4,2186.0,5.0,2,Yes,1,Yes,0,No Claim,0,0.8014,High,2100,3.4
APP-04554,2022-12-06,Washing Machine,LG,Authorized Dealer,East,Siliguri,22500,0.7,2,1.9,722.0,1.5,2,Yes,1,No,0,No Claim,0,0.0965,Low,600,4.6
APP-04555,2021-09-30,Microwave,O General,Authorized Dealer,West,Vadodara,8500,0.9,6,0.9,339.0,1.7,1,Yes,0,No,0,No Claim,0,0.0464,Low,200,3.1
APP-04556,2021-09-30,Microwave,Haier,Authorized Dealer,Central,Raipur,14500,2.2,5,2.8,1072.0,3.3,2,Yes,2,Yes,0,No Claim,0,0.3571,Medium,500,3.6
APP-04557,2023-05-24,Air Conditioner,Voltas,Online Marketplace,West,Pune,33000,2.8,7,5.4,1797.0,5.0,0,No,0,Yes,0,No Claim,0,0.2159,Medium,1100,4.4
APP-04558,2023-11-14,Refrigerator,Voltas,Authorized Dealer,West,Nagpur,48500,1.6,3,5.5,2176.0,3.8,1,Yes,0,No,0,No Claim,0,0.0905,Low,1200,5
APP-04559,2023-11-27,Refrigerator,Voltas,Unauthorized Reseller,East,Ranchi,51000,1.4,2,6.8,2416.0,4.1,1,Yes,0,No,0,No Claim,0,0.1716,Low,1300,3.1
APP-04560,2023-02-05,Air Conditioner,LG,Authorized Dealer,South,Bengaluru,67000,1.3,5,8.4,3107.0,6.5,1,Yes,0,No,0,No Claim,0,0.0875,Low,1700,3.3
APP-04561,2022-02-18,Refrigerator,Onida,Online Marketplace,Central,Bhopal,46000,0.7,5,5.8,1843.0,4.8,1,Yes,0,Yes,0,No Claim,0,0.1391,Low,1200,4.5
APP-04562,2022-09-16,Washing Machine,LG,Authorized Dealer,East,Bhubaneswar,20500,-7.9,7,4.3,1800.0,4.0,1,Yes,0,Yes,0,No Claim,0,0.1273,Low,500,4.0
APP-04563,2024-12-17,Washing Machine,Panasonic,Authorized Dealer,East,Patna,39000,9.5,2,2.5,974.0,2.0,2,Yes,1,No,1,Approved,54500,0.7867,High,1700,3.0
APP-04564,2022-04-18,Washing Machine,Panasonic,Online Marketplace,East,Guwahati,23000,1.6,6,2.2,830.0,2.5,1,Yes,2,No,0,No Claim,0,0.3239,Medium,700,3.8
APP-04565,2023-11-01,Air Conditioner,Bosch,Authorized Dealer,South,Hyderabad,62000,5.0,1,6.7,2673.0,4.3,2,Yes,1,Yes,0,No Claim,0,0.4432,High,2700,4.6
APP-04566,2022-08-20,Microwave,IFB,Authorized Dealer,West,Vadodara,7500,8.3,1,2.0,823.0,1.3,1,Yes,1,Yes,1,Approved,8500,0.6061,High,300,3.9
APP-04567,2024-09-25,Washing Machine,Whirlpool,Unauthorized Reseller,West,Ahmedabad,24500,4.8,1,3.6,1355.0,2.1,2,Yes,0,No,0,No Claim,0,0.4236,High,1100,3.4
APP-04568,2025-12-30,Washing Machine,Whirlpool,Online Marketplace,North,Jaipur,36500,1.1,1,3.0,983.0,1.7,0,No,0,Yes,1,Partially Approved,13000,0.0696,Low,900,3.3
APP-04569,2023-03-04,Air Conditioner,Onida,Authorized Dealer,Central,Indore,50000,1.8,1,6.7,2628.0,4.5,1,Yes,1,No,0,No Claim,0,0.1649,Low,1200,3.4
APP-04570,2021-09-24,Refrigerator,Godrej,Online Marketplace,North,Dehradun,100000,0.8,4,4.3,1493.0,3.6,2,Yes,1,No,0,No Claim,0,0.2199,Medium,3200,4.6
APP-04571,2023-06-20,Microwave,LG,Authorized Dealer,East,Guwahati,17500,4.1,1,1.9,665.0,1.6,2,Yes,1,No,0,No Claim,0,0.2177,Medium,600,2.8
APP-04572,2022-11-10,Air Conditioner,Godrej,Authorized Dealer,South,Hyderabad,58500,3.7,7,7.5,2452.0,6.4,2,Yes,1,Yes,1,Partially Approved,54500,0.5097,High,2600,3.2
APP-04573,2025-08-08,Refrigerator,Panasonic,Authorized Dealer,South,Kochi,22500,7.9,6,7.2,2912.0,5.7,1,Yes,1,No,1,Approved,26000,0.6995,High,1000,3.2
APP-04574,2021-03-15,Air Conditioner,Blue Star,Online Marketplace,West,Pune,38500,0.7,5,13.0,5167.0,8.5,2,Yes,1,No,0,No Claim,0,0.3013,Medium,1200,2.8
APP-04575,2022-08-30,Microwave,LG,Authorized Dealer,North,Dehradun,11000,3.9,5,1.4,443.0,2.3,0,No,0,No,0,No Claim,0,0.0901,Low,300,4.1
APP-04576,2025-11-19,Washing Machine,Samsung,Online Marketplace,Central,Jabalpur,32000,9.5,4,2.1,706.0,2.5,2,Yes,1,No,0,No Claim,0,0.8349,High,1400,3.4
APP-04577,2025-03-15,Air Conditioner,IFB,Authorized Dealer,West,Pune,83000,3.7,2,8.2,2751.0,5.3,1,Yes,0,Yes,0,No Claim,0,0.2317,Medium,2700,5
APP-04578,2023-06-30,Washing Machine,Bosch,Online Marketplace,East,Guwahati,21000,7.9,6,4.0,1458.0,4.0,2,Yes,1,No,1,Approved,27500,0.7863,High,900,4.8
APP-04579,2024-05-05,Washing Machine,Samsung,Authorized Dealer,West,Surat,45500,4.3,1,4.0,1557.0,2.7,1,Yes,0,No,0,No Claim,0,0.1572,Low,1100,3.8
APP-04580,2022-06-16,Washing Machine,Whirlpool,Authorized Dealer,South,Bengaluru,13500,1.4,7,3.0,981.0,3.2,0,No,0,Yes,0,No Claim,0,0.0786,Low,300,5
APP-04581,2024-11-23,Air Conditioner,Bosch,Authorized Dealer,South,Chennai,38000,2.3,1,8.5,3465.0,5.3,2,Yes,1,No,0,No Claim,0,0.2143,Medium,1200,3.7
APP-04582,2022-06-24,Refrigerator,Samsung,Authorized Dealer,West,Surat,34500,5.3,2,5.0,1929.0,3.3,2,Yes,2,Yes,0,No Claim,0,0.582,High,1500,3.3
APP-04583,2022-11-08,Air Conditioner,Whirlpool,Authorized Dealer,Northeast,Guwahati,89000,3.5,7,8.5,2979.0,6.7,2,Yes,1,Yes,0,No Claim,0,0.4514,High,3900,3.4
APP-04584,2025-06-11,Washing Machine,LG,Authorized Dealer,East,Siliguri,16000,2.7,4,2.4,812.0,2.5,0,No,0,Yes,0,No Claim,0,0.0865,Low,400,5
APP-04585,2022-04-21,Washing Machine,Whirlpool,Unauthorized Reseller,North,Dehradun,45500,0.6,3,1.1,421.0,1.4,1,Yes,0,Yes,0,No Claim,0,0.1169,Low,1100,4.9
APP-04586,2021-01-26,Washing Machine,Samsung,Online Marketplace,South,Chennai,29000,3.9,6,3.7,1471.0,3.4,2,Yes,1,No,1,Partially Approved,25500,0.4465,High,1300,3.6
APP-04587,2024-12-04,Air Conditioner,Samsung,Unauthorized Reseller,Northeast,Guwahati,33000,2.7,4,8.9,3588.0,6.0,2,Yes,2,No,1,Partially Approved,26000,0.6018,High,1400,2.8
APP-04588,2023-06-10,Air Conditioner,IFB,Unauthorized Reseller,Northeast,Guwahati,51000,0.9,4,4.4,1499.0,3.5,2,Yes,1,No,0,No Claim,0,0.3051,Medium,1600,4.4
APP-04589,2021-07-02,Washing Machine,O General,Authorized Dealer,West,Pune,40500,0.8,6,3.5,1150.0,3.6,0,No,0,Yes,0,No Claim,0,0.056,Low,1000,4.4
APP-04590,2023-05-05,Microwave,Voltas,Online Marketplace,North,Delhi,21500,1.0,1,1.5,625.0,1.0,0,No,0,No,0,No Claim,0,0.0488,Low,500,4.6
APP-04591,2025-06-23,Microwave,Bosch,Unauthorized Reseller,South,Coimbatore,14000,5.2,6,3.0,996.0,3.3,1,Yes,0,No,0,No Claim,0,0.3856,Medium,400,4.3
APP-04592,2025-01-10,Refrigerator,Voltas,Authorized Dealer,North,Chandigarh,58500,0.3,4,3.6,1214.0,3.0,0,No,0,Yes,0,No Claim,0,0.0482,Low,1500,3.9
APP-04593,2024-03-19,Air Conditioner,LG,Authorized Dealer,South,Coimbatore,28500,3.5,3,6.8,2805.0,5.0,1,Yes,1,Yes,0,No Claim,0,0.2617,Medium,900,4.5
APP-04594,2024-06-16,Air Conditioner,Godrej,Online Marketplace,West,Ahmedabad,34000,2.4,3,11.8,4637.0,7.2,2,Yes,1,No,1,Partially Approved,32000,0.4393,High,1500,3.2
APP-04595,2024-02-10,Air Conditioner,Bosch,Online Marketplace,North,Lucknow,58000,2.1,5,11.7,4740.0,7.9,1,Yes,0,No,1,Approved,34500,0.2008,Medium,1900,3.3
APP-04596,2021-06-21,Washing Machine,Whirlpool,Authorized Dealer,Central,Indore,28000,0.4,6,3.2,1168.0,3.5,0,No,0,No,0,No Claim,0,0.0444,Low,700,4.3
APP-04597,2023-08-27,Microwave,Panasonic,Unauthorized Reseller,East,Kolkata,8500,2.7,1,1.1,384.0,1.2,1,Yes,1,No,0,No Claim,0,0.2451,Medium,300,4.6
APP-04598,2023-07-14,Refrigerator,LG,Authorized Dealer,North,Chandigarh,36000,2.7,5,8.3,3396.0,6.3,2,Yes,2,No,0,No Claim,0,0.3886,Medium,1200,3.9
APP-04599,2025-06-15,Microwave,LG,Online Marketplace,East,Siliguri,15500,1.4,3,1.1,455.0,1.0,1,Yes,0,Yes,0,No Claim,0,0.0768,Low,400,3.2
APP-04600,2022-05-15,Air Conditioner,Onida,Authorized Dealer,North,Chandigarh,50000,3.0,6,10.1,3282.0,7.7,1,Yes,0,No,0,No Claim,0,0.2361,Medium,1600,3.2
APP-04601,2025-06-02,Air Conditioner,Panasonic,Authorized Dealer,Central,Bhopal,29000,3.0,3,9.5,3699.0,6.0,1,Yes,2,No,0,No Claim,0,0.3917,Medium,900,3.7
APP-04602,2021-12-29,Refrigerator,IFB,Authorized Dealer,South,Kochi,68000,5.4,6,4.8,1563.0,4.0,1,Yes,1,Yes,1,Approved,62500,0.5015,High,3000,4.2
APP-04603,2021-06-29,Refrigerator,Samsung,Online Marketplace,North,Lucknow,33500,2.1,6,6.1,2457.0,5.2,2,Yes,1,No,1,Approved,31000,0.3022,Medium,1100,3.7
APP-04604,2021-03-26,Washing Machine,Samsung,Authorized Dealer,South,Chennai,21000,5.3,7,2.8,1104.0,3.2,1,Yes,1,Yes,1,Partially Approved,17000,0.4425,High,900,3.1
APP-04605,2021-12-25,Air Conditioner,Whirlpool,Authorized Dealer,North,Dehradun,105000,1.3,1,7.6,2625.0,5.0,1,Yes,1,No,0,No Claim,0,0.1199,Low,2600,4.2
APP-04606,2023-03-26,Air Conditioner,Blue Star,Unauthorized Reseller,South,Thiruvananthapuram,53500,0.7,5,10.0,4081.0,6.8,1,Yes,1,Yes,0,No Claim,0,0.3163,Medium,1700,3.7
APP-04607,2021-02-15,Washing Machine,Samsung,Unauthorized Reseller,Central,Gwalior,38000,0.8,1,1.8,730.0,1.1,0,No,0,No,0,No Claim,0,0.0669,Low,1000,3.1
APP-04608,2022-01-28,Microwave,LG,Authorized Dealer,Northeast,Imphal,13500,0.5,5,0.7,289.0,1.3,0,No,0,Yes,0,No Claim,0,0.0313,Low,300,4.5
APP-04609,2024-07-11,Refrigerator,Samsung,Authorized Dealer,East,Patna,29500,3.1,1,4.3,1648.0,2.5,1,Yes,0,Yes,0,No Claim,0,0.1166,Low,700,4.6
APP-04610,2024-05-28,Microwave,Haier,Authorized Dealer,North,Lucknow,17500,2.6,5,2.1,881.0,2.4,1,Yes,1,Yes,0,No Claim,0,0.2039,Medium,600,4.4
APP-04611,2023-07-15,Air Conditioner,Voltas,Authorized Dealer,South,Chennai,71000,4.5,1,9.1,3771.0,5.7,2,Yes,1,No,0,No Claim,0,0.443,High,3100,4.1
APP-04612,2025-03-22,Air Conditioner,Blue Star,Authorized Dealer,North,Lucknow,57000,4.2,1,9.4,3710.0,5.8,1,Yes,1,No,1,Partially Approved,52000,0.316,Medium,1800,3.9
APP-04613,2021-07-22,Refrigerator,IFB,Online Marketplace,West,Surat,30000,1.0,5,9.8,3302.0,6.6,1,Yes,1,No,0,No Claim,0,0.2365,Medium,1000,4.1
APP-04614,2023-06-01,Air Conditioner,Bosch,Online Marketplace,North,Delhi,33000,4.5,2,12.2,4971.0,7.7,2,Yes,1,No,1,Approved,34500,0.5516,High,1400,3.4
APP-04615,2022-06-06,Refrigerator,O General,Authorized Dealer,Central,Indore,29000,2.4,3,3.2,1133.0,2.9,0,No,0,No,0,No Claim,0,0.0607,Low,700,5
APP-04616,2023-03-25,Refrigerator,Samsung,Online Marketplace,South,Chennai,33500,4.1,5,8.7,3480.0,6.1,2,Yes,1,No,0,No Claim,0,0.4973,High,1500,4.4
APP-04617,2021-02-19,Refrigerator,Voltas,Authorized Dealer,Northeast,Imphal,40000,0.6,4,11.4,4158.0,7.7,2,Yes,0,Yes,1,Approved,27500,0.1488,Low,1000,3.0
APP-04618,2021-12-20,Washing Machine,IFB,Online Marketplace,Central,Raipur,33500,1.5,2,4.2,1363.0,3.3,2,Yes,1,Yes,0,No Claim,0,0.2843,Medium,1100,3.7
APP-04619,2023-07-24,Washing Machine,Bosch,Unauthorized Reseller,North,Delhi,43000,0.6,1,3.3,1104.0,2.0,0,No,0,Yes,0,No Claim,0,0.0817,Low,1100,5
APP-04620,2024-06-11,Refrigerator,Samsung,Authorized Dealer,North,Delhi,58500,9.5,1,1.9,710.0,1.7,2,Yes,1,No,1,Approved,81500,0.7107,High,2600,3.8
APP-04621,2023-01-17,Washing Machine,Panasonic,Unauthorized Reseller,West,Nagpur,47500,0.2,2,,1607.0,3.5,1,Yes,1,Yes,1,Approved,26000,0.2033,Medium,1500,2.7
APP-04622,2023-08-08,Washing Machine,LG,Authorized Dealer,Northeast,Shillong,41500,1.3,6,3.0,1112.0,3.1,2,Yes,0,Yes,0,No Claim,0,0.1152,Low,1000,3.5
APP-04623,2024-11-29,Refrigerator,Whirlpool,Authorized Dealer,South,Chennai,46500,1.0,2,7.5,2529.0,4.9,2,Yes,2,Yes,0,No Claim,0,0.2631,Medium,1500,2.4
APP-04624,2022-09-23,Air Conditioner,Panasonic,Online Marketplace,North,Dehradun,62000,3.8,7,12.7,4277.0,9.5,1,Yes,1,Yes,1,Approved,43000,0.5886,High,2700,3.7
APP-04625,2023-11-04,Refrigerator,Whirlpool,Authorized Dealer,North,Amritsar,34000,1.3,,9.8,4064.0,7.1,2,Yes,0,Yes,0,No Claim,0,0.1492,Low,800,4.0
APP-04626,2025-02-17,Washing Machine,Samsung,Unauthorized Reseller,North,Amritsar,35000,2.3,4,1.4,484.0,2.1,0,No,0,Yes,1,Approved,22000,0.1525,Low,900,3.8
APP-04627,2025-11-19,Washing Machine,Whirlpool,Online Marketplace,North,Amritsar,23000,1.7,1,2.6,1046.0,1.8,1,Yes,0,Yes,1,Approved,15500,0.1125,Low,600,3.3
APP-04628,2023-03-18,Washing Machine,LG,Authorized Dealer,South,Chennai,43500,0.3,4,3.9,1632.0,2.9,0,No,0,No,0,No Claim,0,0.0344,Low,1100,4.4
APP-04629,2024-11-02,Air Conditioner,Whirlpool,Authorized Dealer,North,Jaipur,40000,9.5,5,7.4,2401.0,5.7,3,Yes,1,Yes,0,No Claim,0,0.8956,High,1800,3.1
APP-04630,2025-08-16,Microwave,LG,Unauthorized Reseller,South,Kochi,10500,1.3,6,1.1,410.0,2.5,1,Yes,1,Yes,0,No Claim,0,0.2038,Medium,300,4.7
APP-04631,2025-12-12,Washing Machine,IFB,Authorized Dealer,South,Thiruvananthapuram,34500,0.7,5,1.1,394.0,1.6,0,No,0,Yes,0,No Claim,0,0.0571,Low,900,4.1
APP-04632,2024-08-15,Washing Machine,Whirlpool,Unauthorized Reseller,North,Chandigarh,38500,8.8,7,5.1,1631.0,4.4,2,Yes,1,No,1,Partially Approved,49500,0.9031,High,1700,4.7
APP-04633,2022-06-07,Refrigerator,Panasonic,Online Marketplace,West,Vadodara,45500,1.3,1,11.9,4286.0,7.3,2,Yes,1,Yes,0,No Claim,0,0.3197,Medium,1500,3.8
APP-04634,2023-10-15,Refrigerator,Samsung,Online Marketplace,North,Chandigarh,32000,0.3,6,11.2,3893.0,7.7,1,Yes,1,Yes,0,No Claim,0,0.2064,Medium,1000,4.6
